"","StartStationID","EndStationID","Gender","BirthDecade"
"6369","3206","3210","1","80s"
"6370","3197","3195","1","80s"
"6371","3186","3203","1","60s"
"6372","3214","3183","1","60s"
"6373","3183","3185","1","70s"
"6374","3185","3192","1","70s"
"6375","3192","3186","1","80s"
"6376","3186","3209","1","80s"
"6377","3192","3214","1","70s"
"6378","3214","3186","1","80s"
"6379","3213","3217","1","60s"
"6380","3217","3205","1","60s"
"6381","3205","3187","1","60s"
"6382","3187","3186","1","60s"
"6383","3186","3203","1","90s"
"6384","3186","3203","1","80s"
"6385","3203","3186","1","70s"
"6386","3201","3195","1","70s"
"6387","3195","3225","2","70s"
"6388","3195","3194","1","80s"
"6389","3194","3195","1","80s"
"6390","3195","3207","2","90s"
"6391","3202","3187","2","90s"
"6392","3187","3183","1","70s"
"6393","3199","3198","1","70s"
"6394","3196","3196","1","80s"
"6395","3196","3183","1","90s"
"6396","3185","3211","1","90s"
"6397","3211","3209","1","80s"
"6398","3209","3186","1","80s"
"6399","3214","3214","1","70s"
"6400","3214","3202","1","70s"
"6401","3202","3185","1","70s"
"6402","3185","3186","1","90s"
"6403","3186","3190","1","80s"
"6404","3190","3190","1","90s"
"6405","3205","3186","1","80s"
"6406","3186","3213","1","70s"
"6407","3195","3215","1","70s"
"6408","3215","3195","1","90s"
"6409","3195","3212","2","80s"
"6410","3212","3212","1","90s"
"6411","3212","3190","1","80s"
"6412","3190","3192","1","80s"
"6413","3192","3190","1","80s"
"6414","3190","3214","1","70s"
"6415","3214","3183","1","70s"
"6416","3183","3186","1","80s"
"6417","3189","3189","1","70s"
"6418","3189","3202","1","70s"
"6419","3199","3183","2","70s"
"6420","3183","3199","1","80s"
"6421","3184","3278","1","70s"
"6422","3278","3184","1","70s"
"6423","3209","3183","1","70s"
"6424","3213","3186","1","60s"
"6425","3276","3202","1","90s"
"6426","3187","3199","1","80s"
"6427","3199","3202","1","90s"
"6428","3278","3211","1","70s"
"6429","3211","3278","1","70s"
"6430","3278","3211","1","70s"
"6431","3211","3278","1","70s"
"6432","3278","3278","1","60s"
"6433","3278","3186","2","80s"
"6434","3278","3186","2","80s"
"6435","3186","3186","1","60s"
"6436","3211","3203","1","80s"
"6437","3195","3197","1","80s"
"6438","3197","3215","1","70s"
"6439","3215","3183","1","80s"
"6440","3187","3185","1","80s"
"6441","3185","3184","2","80s"
"6442","3194","3195","1","70s"
"6443","3195","3194","1","70s"
"6444","3194","3193","1","70s"
"6445","3193","3193","2","80s"
"6446","3193","3189","2","80s"
"6447","3189","3195","1","60s"
"6448","3195","3215","1","80s"
"6449","3215","3214","1","60s"
"6450","3214","3183","1","70s"
"6451","3183","3199","1","80s"
"6452","3199","3203","2","70s"
"6453","3203","3273","1","70s"
"6454","3273","3203","1","80s"
"6455","3203","3202","1","80s"
"6456","3202","3203","1","80s"
"6457","3203","3186","1","80s"
"6458","3211","3209","2","80s"
"6459","3267","3184","1","60s"
"6460","3267","3276","1","70s"
"6461","3276","3184","1","80s"
"6462","3213","3183","1","70s"
"6463","3183","3203","1","70s"
"6464","3183","3270","2","80s"
"6465","3270","3186","1","80s"
"6466","3186","3209","1","80s"
"6467","3273","3278","2","80s"
"6468","3278","3186","2","80s"
"6469","3276","3183","1","70s"
"6470","3197","3197","2","90s"
"6471","3197","3186","1","60s"
"6472","3186","3209","1","70s"
"6473","3270","3186","1","60s"
"6474","3212","3195","1","60s"
"6475","3195","3274","1","80s"
"6476","3274","3274","1","80s"
"6477","3183","3184","1","70s"
"6478","3184","3184","1","80s"
"6479","3184","3211","2","80s"
"6480","3209","3186","1","80s"
"6481","3186","3209","1","80s"
"6482","3209","3186","1","80s"
"6483","3209","3186","1","80s"
"6484","3186","3209","1","80s"
"6485","3201","3201","2","80s"
"6486","3201","3220","2","80s"
"6487","3201","3195","1","60s"
"6488","3195","3194","1","70s"
"6489","3199","3187","2","90s"
"6490","3187","3199","2","90s"
"6491","3195","3207","2","90s"
"6492","3195","3194","1","80s"
"6493","3194","3195","1","80s"
"6494","3195","3183","1","90s"
"6495","3225","3186","1","80s"
"6496","3202","3199","1","80s"
"6497","3209","3186","1","80s"
"6498","3209","3186","1","80s"
"6499","3184","3199","1","70s"
"6500","3199","3185","2","60s"
"6501","3183","3211","1","80s"
"6502","3211","3186","1","60s"
"6503","3214","3202","1","70s"
"6504","3184","3205","2","80s"
"6505","3183","3214","2","80s"
"6506","3187","3186","1","80s"
"6507","3185","3185","1","80s"
"6508","3185","3192","1","90s"
"6509","3196","3197","1","80s"
"6510","3210","3220","1","70s"
"6511","3220","3186","1","80s"
"6512","3211","3214","1","60s"
"6513","3186","3205","1","80s"
"6514","3205","3186","1","80s"
"6515","3186","3214","1","80s"
"6516","3214","3205","1","70s"
"6517","3203","3214","2","80s"
"6518","3214","3202","1","90s"
"6519","3202","3185","1","90s"
"6520","3211","3206","1","80s"
"6521","3202","3211","1","60s"
"6522","3211","3202","1","60s"
"6523","3202","3199","1","80s"
"6524","3199","3183","2","70s"
"6525","3203","3186","2","70s"
"6526","3203","3186","2","80s"
"6527","3186","3217","2","60s"
"6528","3186","3199","1","60s"
"6529","3207","3195","2","90s"
"6530","3201","3195","1","60s"
"6531","3195","3207","1","70s"
"6532","3194","3195","1","80s"
"6533","3195","3194","1","90s"
"6534","3194","3195","1","70s"
"6535","3195","3207","1","80s"
"6536","3207","3195","1","80s"
"6537","3195","3212","1","90s"
"6538","3212","3186","1","80s"
"6539","3213","3183","2","80s"
"6540","3183","3199","1","80s"
"6541","3186","3213","1","80s"
"6542","3213","3195","1","80s"
"6543","3209","3211","1","70s"
"6544","3211","3186","1","80s"
"6545","3194","3213","2","70s"
"6546","3211","3209","1","70s"
"6547","3183","3214","1","80s"
"6548","3183","3184","2","80s"
"6549","3211","3194","1","70s"
"6550","3194","3195","1","90s"
"6551","3194","3195","1","70s"
"6552","3195","3184","1","60s"
"6553","3184","3184","1","90s"
"6554","3184","3205","2","80s"
"6555","3205","3186","2","60s"
"6556","3213","3183","1","80s"
"6557","3209","3186","2","80s"
"6558","3211","3209","1","80s"
"6559","3209","3183","1","80s"
"6560","3183","3214","1","80s"
"6561","3214","3183","2","80s"
"6562","3215","3195","1","70s"
"6563","3194","3195","2","80s"
"6564","3195","3193","1","70s"
"6565","3220","3215","1","70s"
"6566","3215","3195","1","80s"
"6567","3209","3186","1","80s"
"6568","3186","3209","1","80s"
"6569","3209","3183","1","90s"
"6570","3187","3199","1","80s"
"6571","3183","3192","1","70s"
"6572","3192","3202","2","70s"
"6573","3202","3209","1","90s"
"6574","3209","3187","1","80s"
"6575","3187","3183","2","80s"
"6576","3183","3214","1","60s"
"6577","3214","3183","1","70s"
"6578","3183","3211","1","80s"
"6579","3211","3183","1","90s"
"6580","3183","3186","1","70s"
"6581","3186","3213","1","70s"
"6582","3213","3211","1","80s"
"6583","3211","3198","1","90s"
"6584","3198","3209","1","70s"
"6585","3209","3186","1","80s"
"6586","3186","3186","1","80s"
"6587","3186","3203","1","70s"
"6588","3203","3203","2","70s"
"6589","3203","3202","1","70s"
"6590","3207","3183","1","80s"
"6591","3183","3203","1","80s"
"6592","3185","3203","1","60s"
"6593","3203","3186","1","80s"
"6594","3214","3185","1","70s"
"6595","3205","3203","2","80s"
"6596","3203","3205","2","80s"
"6597","3186","3192","2","80s"
"6598","3202","3187","1","70s"
"6599","3187","3209","1","80s"
"6600","3186","3213","1","80s"
"6601","3213","3186","1","70s"
"6602","3203","3186","1","60s"
"6603","3186","3187","2","60s"
"6604","3187","3199","1","80s"
"6605","3214","3184","1","70s"
"6606","3203","3198","1","80s"
"6607","3203","3186","1","70s"
"6608","3203","3186","1","80s"
"6609","3209","3186","1","90s"
"6610","3213","3186","1","90s"
"6611","3195","3193","1","70s"
"6612","3195","3209","1","60s"
"6613","3209","3209","1","70s"
"6614","3209","3186","1","80s"
"6615","3186","3209","1","90s"
"6616","3203","3186","1","70s"
"6617","3220","3207","1","80s"
"6618","3207","3183","1","80s"
"6619","3183","3184","2","80s"
"6620","3209","3186","1","80s"
"6621","3186","3199","1","60s"
"6622","3202","3199","1","80s"
"6623","3199","3199","1","80s"
"6624","3199","3183","1","90s"
"6625","3183","3214","2","80s"
"6626","3214","3183","2","70s"
"6627","3214","3183","1","80s"
"6628","3183","3187","1","70s"
"6629","3187","3186","1","70s"
"6630","3186","3214","1","70s"
"6631","3214","3183","1","70s"
"6632","3203","3186","1","70s"
"6633","3203","3186","1","70s"
"6634","3186","3202","2","60s"
"6635","3202","3210","1","90s"
"6636","3210","3195","1","80s"
"6637","3207","3183","1","80s"
"6638","3195","3193","1","70s"
"6639","3193","3195","1","80s"
"6640","3195","3194","1","90s"
"6641","3194","3195","1","90s"
"6642","3195","3193","1","80s"
"6643","3193","3195","1","80s"
"6644","3195","3225","1","80s"
"6645","3225","3195","1","80s"
"6646","3195","3225","1","80s"
"6647","3225","3195","1","80s"
"6648","3195","3225","1","80s"
"6649","3225","3195","1","80s"
"6650","3185","3192","1","90s"
"6651","3202","3187","1","80s"
"6652","3187","3192","1","80s"
"6653","3202","3187","2","80s"
"6654","3185","3203","1","80s"
"6655","3203","3186","1","70s"
"6656","3183","3214","1","80s"
"6657","3214","3183","1","70s"
"6658","3183","3199","1","60s"
"6659","3211","3186","1","70s"
"6660","3195","3201","1","80s"
"6661","3198","3197","1","80s"
"6662","3197","3215","1","80s"
"6663","3214","3183","1","80s"
"6664","3209","3186","2","60s"
"6665","3186","3205","2","80s"
"6666","3205","3184","2","80s"
"6667","3186","3213","1","80s"
"6668","3194","3195","1","60s"
"6669","3201","3195","1","60s"
"6670","3203","3186","2","80s"
"6671","3194","3183","1","80s"
"6672","3183","3211","1","90s"
"6673","3211","3203","1","80s"
"6674","3203","3186","1","60s"
"6675","3225","3183","1","70s"
"6676","3225","3195","1","80s"
"6677","3194","3211","2","90s"
"6678","3186","3214","1","70s"
"6679","3214","3186","1","70s"
"6680","3209","3186","1","80s"
"6681","3184","3209","1","70s"
"6682","3209","3187","1","80s"
"6683","3187","3214","1","80s"
"6684","3214","3187","1","80s"
"6685","3187","3199","1","80s"
"6686","3186","3184","2","80s"
"6687","3185","3200","1","80s"
"6688","3200","3186","1","70s"
"6689","3186","3209","1","60s"
"6690","3209","3184","1","90s"
"6691","3186","3213","2","80s"
"6692","3186","3203","2","70s"
"6693","3186","3211","1","70s"
"6694","3211","3203","1","60s"
"6695","3186","3203","1","80s"
"6696","3202","3183","1","70s"
"6697","3183","3194","1","70s"
"6698","3194","3206","1","80s"
"6699","3195","3211","2","70s"
"6700","3205","3186","1","80s"
"6701","3186","3209","1","80s"
"6702","3183","3187","1","90s"
"6703","3187","3213","1","90s"
"6704","3213","3186","2","70s"
"6705","3194","3213","2","70s"
"6706","3213","3183","1","90s"
"6707","3203","3202","1","80s"
"6708","3202","3199","1","80s"
"6709","3199","3202","1","90s"
"6710","3187","3183","1","70s"
"6711","3195","3225","1","70s"
"6712","3195","3211","1","60s"
"6713","3186","3203","2","80s"
"6714","3209","3209","1","70s"
"6715","3209","3209","1","90s"
"6716","3194","3195","1","70s"
"6717","3210","3183","1","70s"
"6718","3183","3214","2","80s"
"6719","3214","3214","1","70s"
"6720","3195","3193","1","70s"
"6721","3193","3195","1","70s"
"6722","3184","3185","1","80s"
"6723","3185","3200","1","80s"
"6724","3220","3215","1","60s"
"6725","3215","3195","1","80s"
"6726","3193","3195","2","80s"
"6727","3195","3206","1","90s"
"6728","3192","3186","1","90s"
"6729","3211","3211","2","80s"
"6730","3211","3186","1","80s"
"6731","3186","3192","2","80s"
"6732","3192","3184","1","60s"
"6733","3209","3184","1","90s"
"6734","3184","3202","1","90s"
"6735","3202","3187","1","80s"
"6736","3185","3202","1","90s"
"6737","3186","3186","2","80s"
"6738","3183","3185","1","80s"
"6739","3202","3187","1","80s"
"6740","3187","3213","1","80s"
"6741","3213","3186","1","90s"
"6742","3205","3203","1","70s"
"6743","3203","3202","1","90s"
"6744","3201","3184","1","80s"
"6745","3195","3203","1","70s"
"6746","3203","3186","2","80s"
"6747","3209","3186","1","60s"
"6748","3186","3209","2","80s"
"6749","3186","3203","1","60s"
"6750","3193","3195","1","70s"
"6751","3211","3186","1","90s"
"6752","3186","3192","2","80s"
"6753","3183","3192","1","60s"
"6754","3192","3183","1","80s"
"6755","3206","3212","1","70s"
"6756","3212","3195","1","60s"
"6757","3195","3185","1","80s"
"6758","3185","3186","1","90s"
"6759","3192","3202","1","90s"
"6760","3186","3205","1","80s"
"6761","3205","3184","1","60s"
"6762","3214","3183","1","70s"
"6763","3211","3205","1","70s"
"6764","3186","3186","1","80s"
"6765","3186","3209","1","80s"
"6766","3209","3186","1","80s"
"6767","3209","3186","1","80s"
"6768","3186","3203","2","70s"
"6769","3203","3191","1","60s"
"6770","3191","3189","1","60s"
"6771","3189","3203","1","60s"
"6772","3213","3186","1","60s"
"6773","3213","3183","1","80s"
"6774","3207","3195","1","80s"
"6775","3195","3212","2","80s"
"6776","3195","3225","2","70s"
"6777","3209","3186","1","70s"
"6778","3211","3202","2","70s"
"6779","3202","3187","1","80s"
"6780","3220","3186","1","80s"
"6781","3203","3186","2","80s"
"6782","3225","3195","1","80s"
"6783","3209","3186","1","80s"
"6784","3192","3183","1","90s"
"6785","3183","3202","1","70s"
"6786","3202","3184","2","80s"
"6787","3184","3186","1","80s"
"6788","3197","3195","1","80s"
"6789","3195","3202","1","80s"
"6790","3203","3186","2","80s"
"6791","3203","3202","1","60s"
"6792","3202","3186","1","90s"
"6793","3186","3214","1","80s"
"6794","3183","3210","1","70s"
"6795","3209","3186","2","80s"
"6796","3203","3186","1","60s"
"6797","3203","3186","1","90s"
"6798","3186","3209","1","80s"
"6799","3183","3199","1","70s"
"6800","3184","3213","1","70s"
"6801","3213","3183","1","80s"
"6802","3183","3192","2","70s"
"6803","3192","3205","1","80s"
"6804","3205","3199","2","80s"
"6805","3199","3205","2","80s"
"6806","3192","3186","1","90s"
"6807","3186","3199","1","70s"
"6808","3199","3183","1","80s"
"6809","3183","3214","1","80s"
"6810","3198","3196","1","70s"
"6811","3196","3196","2","80s"
"6812","3196","3183","2","90s"
"6813","3183","3211","1","80s"
"6814","3211","3211","1","70s"
"6815","3211","3213","1","80s"
"6816","3213","3211","1","80s"
"6817","3211","3184","1","90s"
"6818","3186","3209","2","80s"
"6819","3184","3183","1","80s"
"6820","3183","3192","2","80s"
"6821","3192","3213","2","80s"
"6822","3211","3209","1","70s"
"6823","3209","3186","1","80s"
"6824","3203","3186","1","60s"
"6825","3186","3191","1","90s"
"6826","3191","3195","1","90s"
"6827","3195","3201","2","60s"
"6828","3201","3213","2","80s"
"6829","3213","3205","2","80s"
"6830","3195","3193","1","60s"
"6831","3195","3213","2","80s"
"6832","3213","3183","1","80s"
"6833","3211","3213","1","80s"
"6834","3186","3203","1","80s"
"6835","3203","3195","1","70s"
"6836","3195","3207","1","80s"
"6837","3207","3195","1","80s"
"6838","3225","3194","1","80s"
"6839","3194","3225","1","80s"
"6840","3225","3186","1","80s"
"6841","3183","3213","2","90s"
"6842","3209","3186","2","80s"
"6843","3213","3183","1","70s"
"6844","3183","3216","1","70s"
"6845","3216","3216","1","80s"
"6846","3217","3192","1","80s"
"6847","3192","3190","1","80s"
"6848","3190","3216","1","80s"
"6849","3216","3216","1","70s"
"6850","3216","3216","1","80s"
"6851","3186","3185","2","80s"
"6852","3192","3211","1","80s"
"6853","3225","3186","1","80s"
"6854","3186","3203","1","70s"
"6855","3203","3213","2","80s"
"6856","3213","3187","1","90s"
"6857","3187","3185","2","80s"
"6858","3185","3183","1","80s"
"6859","3213","3186","1","60s"
"6860","3185","3183","1","80s"
"6861","3209","3202","1","80s"
"6862","3202","3203","1","70s"
"6863","3186","3213","1","60s"
"6864","3213","3186","1","80s"
"6865","3184","3202","1","80s"
"6866","3186","3209","2","80s"
"6867","3209","3186","1","80s"
"6868","3186","3209","1","80s"
"6869","3186","3209","1","90s"
"6870","3183","3187","1","70s"
"6871","3187","3225","1","70s"
"6872","3209","3186","1","80s"
"6873","3214","3183","1","80s"
"6874","3183","3187","1","80s"
"6875","3187","3211","1","90s"
"6876","3209","3202","1","90s"
"6877","3203","3186","1","60s"
"6878","3203","3186","1","70s"
"6879","3186","3205","1","80s"
"6880","3203","3205","1","80s"
"6881","3188","3193","1","70s"
"6882","3195","3207","1","80s"
"6883","3183","3278","1","80s"
"6884","3186","3276","1","80s"
"6885","3185","3202","1","80s"
"6886","3206","3281","1","80s"
"6887","3281","3195","1","90s"
"6888","3279","3186","1","80s"
"6889","3267","3183","1","70s"
"6890","3183","3202","1","80s"
"6891","3201","3195","1","90s"
"6892","3195","3201","1","60s"
"6893","3183","3212","1","80s"
"6894","3212","3195","1","80s"
"6895","3186","3211","1","70s"
"6896","3211","3187","1","90s"
"6897","3187","3186","2","90s"
"6898","3186","3185","1","80s"
"6899","3185","3205","1","80s"
"6900","3205","3267","2","70s"
"6901","3194","3185","1","90s"
"6902","3185","3184","1","80s"
"6903","3213","3186","1","60s"
"6904","3210","3212","2","70s"
"6905","3212","3215","1","80s"
"6906","3215","3220","1","80s"
"6907","3194","3225","1","60s"
"6908","3225","3213","1","60s"
"6909","3276","3183","1","80s"
"6910","3183","3184","1","80s"
"6911","3267","3183","2","80s"
"6912","3267","3183","1","80s"
"6913","3213","3186","1","80s"
"6914","3202","3199","1","90s"
"6915","3199","3187","2","80s"
"6916","3187","3220","2","80s"
"6917","3220","3187","2","80s"
"6918","3199","3272","1","70s"
"6919","3272","3186","1","70s"
"6920","3272","3203","1","90s"
"6921","3203","3273","1","60s"
"6922","3273","3185","1","70s"
"6923","3185","3213","1","90s"
"6924","3185","3192","2","70s"
"6925","3192","3186","2","70s"
"6926","3278","3186","1","70s"
"6927","3186","3213","1","70s"
"6928","3183","3214","2","80s"
"6929","3214","3183","1","80s"
"6930","3183","3187","1","70s"
"6931","3187","3199","2","90s"
"6932","3199","3202","1","70s"
"6933","3202","3203","1","90s"
"6934","3186","3279","2","80s"
"6935","3279","3279","1","70s"
"6936","3194","3195","1","80s"
"6937","3281","3186","1","80s"
"6938","3186","3279","1","80s"
"6939","3279","3214","1","70s"
"6940","3203","3198","1","80s"
"6941","3198","3197","1","80s"
"6942","3197","3195","1","60s"
"6943","3273","3209","1","80s"
"6944","3209","3186","1","80s"
"6945","3194","3195","1","80s"
"6946","3195","3201","2","60s"
"6947","3201","3195","2","60s"
"6948","3195","3194","1","80s"
"6949","3206","3225","2","70s"
"6950","3225","3273","2","80s"
"6951","3273","3203","1","80s"
"6952","3186","3213","1","80s"
"6953","3213","3186","1","80s"
"6954","3186","3203","1","70s"
"6955","3203","3211","1","60s"
"6956","3211","3202","2","80s"
"6957","3267","3270","2","80s"
"6958","3186","3203","1","60s"
"6959","3203","3275","1","80s"
"6960","3275","3202","1","70s"
"6961","3213","3186","1","70s"
"6962","3213","3183","2","90s"
"6963","3187","3183","2","80s"
"6964","3209","3186","2","60s"
"6965","3185","3276","1","70s"
"6966","3276","3211","2","80s"
"6967","3211","3186","1","70s"
"6968","3186","3211","1","70s"
"6969","3211","3270","1","70s"
"6970","3203","3202","1","80s"
"6971","3186","3203","2","80s"
"6972","3195","3225","2","70s"
"6973","3225","3194","1","90s"
"6974","3194","3193","1","80s"
"6975","3268","3211","1","70s"
"6976","3211","3209","1","70s"
"6977","3275","3202","1","70s"
"6978","3209","3186","1","70s"
"6979","3270","3186","1","70s"
"6980","3186","3270","1","80s"
"6981","3270","3209","1","80s"
"6982","3209","3186","1","80s"
"6983","3186","3203","1","70s"
"6984","3213","3186","2","70s"
"6985","3203","3186","2","80s"
"6986","3183","3187","1","60s"
"6987","3186","3272","1","60s"
"6988","3272","3270","1","70s"
"6989","3186","3278","1","80s"
"6990","3278","3272","1","80s"
"6991","3272","3185","1","80s"
"6992","3185","3276","1","80s"
"6993","3276","3202","1","90s"
"6994","3202","3183","1","80s"
"6995","3279","3184","1","80s"
"6996","3184","3186","1","80s"
"6997","3203","3202","1","80s"
"6998","3269","3186","2","80s"
"6999","3186","3276","1","80s"
"7000","3276","3186","1","80s"
"7001","3278","3186","2","80s"
"7002","3186","3270","1","70s"
"7003","3211","3279","1","80s"
"7004","3279","3211","2","80s"
"7005","3203","3186","1","80s"
"7006","3270","3186","2","90s"
"7007","3195","3194","1","70s"
"7008","3194","3185","1","80s"
"7009","3185","3276","1","80s"
"7010","3276","3186","2","80s"
"7011","3272","3186","2","70s"
"7012","3211","3205","1","70s"
"7013","3205","3186","1","70s"
"7014","3186","3211","1","80s"
"7015","3211","3188","1","80s"
"7016","3183","3192","2","80s"
"7017","3192","3184","1","60s"
"7018","3206","3269","1","70s"
"7019","3269","3199","1","80s"
"7020","3203","3269","1","80s"
"7021","3269","3186","2","80s"
"7022","3186","3267","1","60s"
"7023","3272","3186","2","80s"
"7024","3211","3187","2","70s"
"7025","3187","3275","2","70s"
"7026","3275","3199","1","90s"
"7027","3199","3199","1","80s"
"7028","3203","3186","2","80s"
"7029","3269","3186","1","90s"
"7030","3186","3186","1","70s"
"7031","3186","3276","1","70s"
"7032","3276","3186","1","70s"
"7033","3186","3203","2","70s"
"7034","3272","3203","1","80s"
"7035","3203","3187","1","70s"
"7036","3187","3203","1","80s"
"7037","3195","3190","1","90s"
"7038","3190","3186","1","80s"
"7039","3276","3186","1","80s"
"7040","3203","3185","1","70s"
"7041","3273","3270","1","70s"
"7042","3273","3272","1","80s"
"7043","3272","3278","1","80s"
"7044","3267","3183","2","60s"
"7045","3183","3187","1","80s"
"7046","3187","3214","1","80s"
"7047","3267","3183","1","80s"
"7048","3183","3184","1","60s"
"7049","3184","3183","1","80s"
"7050","3183","3225","1","80s"
"7051","3275","3184","1","80s"
"7052","3184","3185","1","90s"
"7053","3192","3268","1","80s"
"7054","3268","3192","2","70s"
"7055","3192","3185","1","70s"
"7056","3186","3213","1","80s"
"7057","3213","3183","1","80s"
"7058","3195","3194","1","80s"
"7059","3195","3198","2","90s"
"7060","3198","3206","2","90s"
"7061","3270","3206","2","90s"
"7062","3206","3206","1","70s"
"7063","3206","3207","1","90s"
"7064","3207","3195","1","70s"
"7065","3195","3194","1","80s"
"7066","3194","3185","1","70s"
"7067","3270","3186","1","60s"
"7068","3203","3202","1","60s"
"7069","3202","3183","1","60s"
"7070","3183","3267","2","60s"
"7071","3267","3186","1","80s"
"7072","3186","3269","1","80s"
"7073","3269","3211","1","80s"
"7074","3211","3268","1","80s"
"7075","3268","3211","1","80s"
"7076","3211","3184","1","70s"
"7077","3184","3205","1","90s"
"7078","3186","3276","1","80s"
"7079","3276","3186","1","80s"
"7080","3186","3213","2","80s"
"7081","3213","3184","1","80s"
"7082","3269","3211","1","90s"
"7083","3211","3186","1","70s"
"7084","3273","3273","1","90s"
"7085","3186","3192","2","80s"
"7086","3192","3184","1","70s"
"7087","3184","3275","1","60s"
"7088","3267","3202","1","70s"
"7089","3275","3214","1","80s"
"7090","3183","3267","1","80s"
"7091","3186","3209","2","90s"
"7092","3186","3276","1","70s"
"7093","3276","3186","1","90s"
"7094","3213","3186","1","70s"
"7095","3210","3183","1","80s"
"7096","3267","3183","1","80s"
"7097","3186","3205","1","80s"
"7098","3205","3279","1","80s"
"7099","3279","3186","1","80s"
"7100","3278","3186","2","80s"
"7101","3268","3192","1","80s"
"7102","3267","3183","1","80s"
"7103","3183","3187","1","70s"
"7104","3186","3276","1","70s"
"7105","3276","3186","1","90s"
"7106","3186","3203","1","80s"
"7107","3206","3225","1","80s"
"7108","3267","3183","1","60s"
"7109","3215","3195","1","90s"
"7110","3195","3207","1","80s"
"7111","3215","3207","1","90s"
"7112","3195","3280","1","60s"
"7113","3280","3195","2","80s"
"7114","3187","3211","1","90s"
"7115","3211","3203","1","90s"
"7116","3207","3195","1","80s"
"7117","3195","3201","1","60s"
"7118","3201","3195","2","60s"
"7119","3195","3207","2","70s"
"7120","3185","3183","1","80s"
"7121","3195","3225","1","90s"
"7122","3225","3183","1","90s"
"7123","3211","3203","2","80s"
"7124","3203","3272","1","80s"
"7125","3272","3278","1","70s"
"7126","3199","3198","1","60s"
"7127","3198","3199","1","80s"
"7128","3199","3202","1","70s"
"7129","3202","3203","1","60s"
"7130","3275","3269","1","70s"
"7131","3269","3186","1","80s"
"7132","3186","3209","2","80s"
"7133","3186","3278","2","70s"
"7134","3186","3213","2","80s"
"7135","3213","3183","2","70s"
"7136","3183","3184","2","70s"
"7137","3184","3205","1","80s"
"7138","3205","3214","1","90s"
"7139","3214","3276","1","90s"
"7140","3276","3211","1","80s"
"7141","3211","3185","1","80s"
"7142","3186","3209","1","80s"
"7143","3209","3206","1","80s"
"7144","3186","3213","2","70s"
"7145","3213","3268","1","70s"
"7146","3268","3192","2","70s"
"7147","3192","3184","1","70s"
"7148","3213","3184","1","70s"
"7149","3184","3267","2","70s"
"7150","3267","3186","1","60s"
"7151","3211","3209","1","60s"
"7152","3225","3209","1","70s"
"7153","3212","3212","1","60s"
"7154","3225","3186","1","70s"
"7155","3185","3186","1","80s"
"7156","3186","3203","1","80s"
"7157","3192","3192","2","80s"
"7158","3214","3203","2","80s"
"7159","3193","3195","2","80s"
"7160","3195","3225","1","80s"
"7161","3185","3184","1","60s"
"7162","3199","3202","2","80s"
"7163","3209","3203","2","80s"
"7164","3203","3203","1","70s"
"7165","3205","3184","1","80s"
"7166","3214","3183","2","80s"
"7167","3184","3202","2","80s"
"7168","3211","3214","2","80s"
"7169","3214","3202","1","70s"
"7170","3202","3183","1","80s"
"7171","3202","3203","1","70s"
"7172","3187","3202","1","80s"
"7173","3202","3203","1","80s"
"7174","3186","3209","1","70s"
"7175","3183","3214","1","80s"
"7176","3214","3183","2","80s"
"7177","3209","3186","1","70s"
"7178","3186","3211","1","70s"
"7179","3192","3192","2","70s"
"7180","3192","3214","2","70s"
"7181","3185","3214","1","60s"
"7182","3206","3193","2","80s"
"7183","3193","3195","1","70s"
"7184","3192","3192","1","60s"
"7185","3195","3210","2","60s"
"7186","3211","3214","1","60s"
"7187","3196","3194","2","90s"
"7188","3194","3194","1","80s"
"7189","3194","3195","1","80s"
"7190","3201","3195","1","70s"
"7191","3195","3193","2","90s"
"7192","3193","3195","1","70s"
"7193","3195","3225","1","70s"
"7194","3214","3183","1","80s"
"7195","3199","3183","1","90s"
"7196","3210","3202","2","80s"
"7197","3186","3214","2","80s"
"7198","3184","3183","1","80s"
"7199","3183","3214","1","80s"
"7200","3186","3203","1","60s"
"7201","3202","3203","1","80s"
"7202","3203","3186","1","80s"
"7203","3187","3183","1","80s"
"7204","3210","3210","1","80s"
"7205","3195","3207","2","80s"
"7206","3203","3186","1","70s"
"7207","3213","3186","1","70s"
"7208","3186","3209","1","80s"
"7209","3190","3186","1","70s"
"7210","3209","3186","1","80s"
"7211","3194","3213","2","70s"
"7212","3184","3199","1","60s"
"7213","3199","3184","1","80s"
"7214","3185","3203","1","80s"
"7215","3203","3186","2","70s"
"7216","3214","3183","2","80s"
"7217","3183","3214","1","70s"
"7218","3186","3205","1","80s"
"7219","3202","3203","2","80s"
"7220","3186","3213","1","90s"
"7221","3213","3186","1","80s"
"7222","3202","3203","1","60s"
"7223","3185","3205","1","80s"
"7224","3194","3184","2","80s"
"7225","3202","3209","1","90s"
"7226","3209","3187","1","80s"
"7227","3187","3202","1","80s"
"7228","3202","3211","1","70s"
"7229","3211","3213","1","80s"
"7230","3213","3183","1","80s"
"7231","3211","3186","1","60s"
"7232","3203","3183","2","70s"
"7233","3213","3211","2","80s"
"7234","3203","3186","1","70s"
"7235","3199","3196","1","80s"
"7236","3209","3202","1","70s"
"7237","3202","3214","1","80s"
"7238","3214","3183","1","80s"
"7239","3183","3185","1","70s"
"7240","3209","3186","1","70s"
"7241","3186","3199","1","60s"
